testcase,testcase_id,source_format,target_format,status,error_message,eps_coord,hash_bits,repeats,warmup_runs,node_fidelity_basis,sets_include_instance,sets_include_names,sets_refnode_collision_policy,t_ref_s_to_z88_s,t_ref_z88_to_json_s,t_ref_total_s,t_s_to_t_s,t_t_to_z88_s,t_z88_to_json_s,t_t_to_json_total_s,t_total_s,n_nodes_ref_all,n_nodes_ref_connected,n_nodes_ref,n_elems_ref,n_nodes_rt_all,n_nodes_rt_connected,n_nodes_rt,n_elems_rt,node_precision,node_recall,node_f1,elem_precision,elem_recall,elem_f1,elem_precision_ordered,elem_recall_ordered,elem_f1_ordered,elem_f1_type_agnostic,bbox_diag_ref,bbox_diag_rt,eps_over_bbox_diag_ref,eps_over_bbox_diag_rt,tet_jacobian_checked_ref,tet_jacobian_neg_ref,tet_jacobian_neg_frac_ref,tet_jacobian_checked_rt,tet_jacobian_neg_rt,tet_jacobian_neg_frac_rt,refpoints_ref_count,refpoints_ref_unique,refpoints_rt_count,refpoints_rt_unique,refpoints_precision,refpoints_recall,refpoints_f1,refpoints_as_nodes_coverage,refpoints_as_nodes_intersection,refpoints_as_nodes_rp_unique,refpoints_as_nodes_nodes_unique,refpoints_as_nodes_present_all,refpoints_as_nodes_precision,refpoints_as_nodes_recall,refpoints_as_nodes_f1,refpoints_as_nodes_jaccard,nodesets_ref,nodesets_rt,nodesets_preserved_exact,nodesets_ref_total,nodesets_mem_precision,nodesets_mem_recall,nodesets_mem_f1,nodesets_invalid_ids_ref,nodesets_invalid_ids_rt,nodesets_union_size_ref,nodesets_union_size_rt,nodesets_union_intersection,nodesets_union_precision,nodesets_union_recall,nodesets_union_f1,nodesets_union_jaccard,nodesets_dedup_removed_ref,nodesets_dedup_removed_rt,elemsets_ref,elemsets_rt,elemsets_preserved_exact,elemsets_ref_total,elemsets_mem_precision,elemsets_mem_recall,elemsets_mem_f1,elemsets_invalid_ids_ref,elemsets_invalid_ids_rt,elemsets_union_size_ref,elemsets_union_size_rt,elemsets_union_intersection,elemsets_union_precision,elemsets_union_recall,elemsets_union_f1,elemsets_union_jaccard,elemsets_dedup_removed_ref,elemsets_dedup_removed_rt,nodesets_name_precision,nodesets_name_recall,nodesets_name_f1,elemsets_name_precision,elemsets_name_recall,elemsets_name_f1,parts_ref,instances_ref,parts_rt,instances_rt,refpoints_ref,refpoints_rt,removed_rp_tokens,coord_token_collisions_ref,coord_token_collisions_rt,refnode_id_collisions_ref,refnode_id_collisions_rt,refnode_collision_ids_ref,refnode_collision_ids_rt,elem_total_node_refs_ref,elem_invalid_node_refs_ref,elem_zero_node_tokens_ref,elem_total_node_refs_rt,elem_invalid_node_refs_rt,elem_zero_node_tokens_rt,ms_node_f1_0p5,ms_elem_f1_0p5,ms_eps_0p5,ms_node_f1_1p0,ms_elem_f1_1p0,ms_eps_1p0,ms_node_f1_2p0,ms_elem_f1_2p0,ms_eps_2p0
#15/z88i1.txt,#15,z88,ansys,ok,,0.005,128,5,1,connected,False,True,collision,0.06606479999027215,0.05340160001651384,0.11946640000678599,0.08336699998471886,0.10777000003145076,0.06372744997497648,0.17149745000642724,0.3743308499979321,3211,3211,3211,12489,3211,3211,3211,12489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102.5718368615869,102.5718368615869,4.8746324068926734e-05,4.8746324068926734e-05,12489,0,0.0,12489,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,3211,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1.0,1.0,1.0,0,0,114,114,114,1.0,1.0,1.0,1.0,0,0,5,5,5,5,1.0,1.0,1.0,0,0,12489,12489,12489,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,49956,0,0,49956,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#15/z88i1.txt,#15,z88,nastran,ok,,0.005,128,5,1,connected,False,False,collision,0.06606479999027215,0.05340160001651384,0.11946640000678599,0.07136970001738518,0.09737780000432394,0.06487649999326095,0.1622542999975849,0.35309040002175607,3211,3211,3211,12489,3211,3211,3211,12489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102.5718368615869,102.5718368615869,4.8746324068926734e-05,4.8746324068926734e-05,12489,0,0.0,12489,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,3211,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1.0,1.0,1.0,0,0,114,114,114,1.0,1.0,1.0,1.0,0,0,5,5,5,5,1.0,1.0,1.0,0,0,12489,12489,12489,1.0,1.0,1.0,1.0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1,1,0,0,0,0,0,0,0,0,0,49956,0,0,49956,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#15/z88i1.txt,#15,z88,z88,ok,,0.005,128,5,1,connected,True,True,collision,0.06606479999027215,0.05340160001651384,0.11946640000678599,0.0654754500137642,0.06502709997585043,0.05444790000910871,0.11947499998495914,0.30441685000550933,3211,3211,3211,12489,3211,3211,3211,12489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102.5718368615869,102.5718368615869,4.8746324068926734e-05,4.8746324068926734e-05,12489,0,0.0,12489,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,3211,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1.0,1.0,1.0,0,0,114,114,114,1.0,1.0,1.0,1.0,0,0,5,5,5,5,1.0,1.0,1.0,0,0,12489,12489,12489,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,49956,0,0,49956,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#16/z88i1.txt,#16,z88,abaqus,ok,,0.005,128,5,1,connected,True,True,collision,0.6128815499832854,0.47916259997873567,1.092044149962021,0.35788809999939986,0.6276958000380546,0.47269615001278,1.1003919500508346,2.5503242000122555,26675,26675,26675,123260,26675,26675,26675,123260,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,231.5934772939601,231.5934772939601,2.158955450050751e-05,2.158955450050751e-05,123260,0,0.0,123260,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,26675,1.0,0.0,1.0,0.0,0.0,3,3,3,3,1.0,1.0,1.0,0,0,734,734,734,1.0,1.0,1.0,1.0,0,0,1,1,1,1,1.0,1.0,1.0,0,0,123260,123260,123260,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,493040,0,0,493040,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#16/z88i1.txt,#16,z88,ansys,ok,,0.005,128,5,1,connected,False,True,collision,0.6128815499832854,0.47916259997873567,1.092044149962021,0.7038512500294019,0.977797549974639,0.5486524000007194,1.5264499499753583,3.322345349966781,26675,26675,26675,123260,26675,26675,26675,123260,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,231.5934772939601,231.5934772939601,2.158955450050751e-05,2.158955450050751e-05,123260,0,0.0,123260,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,26675,1.0,0.0,1.0,0.0,0.0,3,3,3,3,1.0,1.0,1.0,0,0,734,734,734,1.0,1.0,1.0,1.0,0,0,1,1,1,1,1.0,1.0,1.0,0,0,123260,123260,123260,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,493040,0,0,493040,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#16/z88i1.txt,#16,z88,nastran,ok,,0.005,128,5,1,connected,False,False,collision,0.6128815499832854,0.47916259997873567,1.092044149962021,0.5946367999713402,0.9227833499899134,0.5661850500036962,1.4889683999936096,3.175649349926971,26675,26675,26675,123260,26675,26675,26675,123260,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,231.5934772939601,231.5934772939601,2.158955450050751e-05,2.158955450050751e-05,123260,0,0.0,123260,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,26675,1.0,0.0,1.0,0.0,0.0,3,3,3,3,1.0,1.0,1.0,0,0,734,734,734,1.0,1.0,1.0,1.0,0,0,1,1,1,1,1.0,1.0,1.0,0,0,123260,123260,123260,1.0,1.0,1.0,1.0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1,1,0,0,0,0,0,0,0,0,0,493040,0,0,493040,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#16/z88i1.txt,#16,z88,z88,ok,,0.005,128,5,1,connected,True,True,collision,0.6128815499832854,0.47916259997873567,1.092044149962021,0.6150113000185229,0.6452590999833774,0.47908114999881946,1.1243402499821968,2.8313956999627408,26675,26675,26675,123260,26675,26675,26675,123260,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,231.5934772939601,231.5934772939601,2.158955450050751e-05,2.158955450050751e-05,123260,0,0.0,123260,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,26675,1.0,0.0,1.0,0.0,0.0,3,3,3,3,1.0,1.0,1.0,0,0,734,734,734,1.0,1.0,1.0,1.0,0,0,1,1,1,1,1.0,1.0,1.0,0,0,123260,123260,123260,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,493040,0,0,493040,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#17/z88i1.txt,#17,z88,abaqus,ok,,0.005,128,5,1,connected,True,True,collision,0.30403125000884756,0.21308524999767542,0.517116500006523,0.23556425000424497,0.34692504996201023,0.21347245000652038,0.5603974999685306,1.3130782499792986,33581,33581,33581,21336,33581,33581,33581,21336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,411.32224058516647,411.32224058516647,1.2155919390322205e-05,1.2155919390322205e-05,21336,0,0.0,21336,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,33581,1.0,0.0,1.0,0.0,0.0,5,5,5,5,1.0,1.0,1.0,0,0,1337,1337,1337,1.0,1.0,1.0,1.0,0,0,2,2,2,2,1.0,1.0,1.0,0,0,21336,21336,21336,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,213360,0,0,213360,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#17/z88i1.txt,#17,z88,ansys,ok,,0.005,128,5,1,connected,False,True,collision,0.30403125000884756,0.21308524999767542,0.517116500006523,0.3530487499956507,0.6038147500075866,0.24272915002075024,0.8465439000283368,1.7167091500305105,33581,33581,33581,21336,33581,33581,33581,21336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,411.32224058516647,411.32224058516647,1.2155919390322205e-05,1.2155919390322205e-05,21336,0,0.0,21336,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,33581,1.0,0.0,1.0,0.0,0.0,5,5,5,5,1.0,1.0,1.0,0,0,1337,1337,1337,1.0,1.0,1.0,1.0,0,0,2,2,2,2,1.0,1.0,1.0,0,0,21336,21336,21336,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,213360,0,0,213360,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#17/z88i1.txt,#17,z88,nastran,ok,,0.005,128,5,1,connected,False,False,collision,0.30403125000884756,0.21308524999767542,0.517116500006523,0.3165677000069991,0.42925474999356084,0.2423626499949023,0.6716173999884631,1.5053016000019852,33581,33581,33581,21336,33581,33581,33581,21336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,411.32224058516647,411.32224058516647,1.2155919390322205e-05,1.2155919390322205e-05,21336,0,0.0,21336,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,33581,1.0,0.0,1.0,0.0,0.0,5,5,5,5,1.0,1.0,1.0,0,0,1337,1337,1337,1.0,1.0,1.0,1.0,0,0,2,2,2,2,1.0,1.0,1.0,0,0,21336,21336,21336,1.0,1.0,1.0,1.0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1,1,0,0,0,0,0,0,0,0,0,213360,0,0,213360,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#17/z88i1.txt,#17,z88,z88,ok,,0.005,128,5,1,connected,True,True,collision,0.30403125000884756,0.21308524999767542,0.517116500006523,0.30170330000692047,0.31052040003123693,0.2148107999819331,0.52533120001317,1.3441510000266135,33581,33581,33581,21336,33581,33581,33581,21336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,411.32224058516647,411.32224058516647,1.2155919390322205e-05,1.2155919390322205e-05,21336,0,0.0,21336,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,33581,1.0,0.0,1.0,0.0,0.0,5,5,5,5,1.0,1.0,1.0,0,0,1337,1337,1337,1.0,1.0,1.0,1.0,0,0,2,2,2,2,1.0,1.0,1.0,0,0,21336,21336,21336,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,213360,0,0,213360,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#18/z88i1.txt,#18,z88,abaqus,ok,,0.005,128,5,1,connected,True,True,collision,1.2565875000145752,0.8832106500049122,2.1397981500194874,0.9578363500186242,1.3197731499676593,0.8245576499903109,2.14433079995797,5.241965299996082,125483,125483,125483,80034,125483,125483,125483,80034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.14618644630687,74.14618644630687,6.743435151072484e-05,6.743435151072484e-05,80034,0,0.0,80034,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,125483,1.0,0.0,1.0,0.0,0.0,6,6,6,6,1.0,1.0,1.0,0,0,125483,125483,125483,1.0,1.0,1.0,1.0,0,0,7,7,7,7,1.0,1.0,1.0,0,0,80034,80034,80034,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,800340,0,0,800340,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#18/z88i1.txt,#18,z88,ansys,ok,,0.005,128,5,1,connected,False,True,collision,1.2565875000145752,0.8832106500049122,2.1397981500194874,1.3823286000115331,2.3937774499936495,0.9263737500295974,3.320151200023247,6.842277950054267,125483,125483,125483,80034,125483,125483,125483,80034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.14618644630687,74.14618644630687,6.743435151072484e-05,6.743435151072484e-05,80034,0,0.0,80034,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,125483,1.0,0.0,1.0,0.0,0.0,6,6,6,6,1.0,1.0,1.0,0,0,125483,125483,125483,1.0,1.0,1.0,1.0,0,0,7,7,7,7,1.0,1.0,1.0,0,0,80034,80034,80034,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,800340,0,0,800340,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#18/z88i1.txt,#18,z88,nastran,ok,,0.005,128,5,1,connected,False,False,collision,1.2565875000145752,0.8832106500049122,2.1397981500194874,1.245593799976632,1.7875253499951214,0.9441981500131078,2.731723500008229,6.1171154500043485,125483,125483,125483,80034,125483,125483,125483,80034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.14618644630687,74.14618644630687,6.743435151072484e-05,6.743435151072484e-05,80034,0,0.0,80034,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,125483,1.0,0.0,1.0,0.0,0.0,6,6,6,6,1.0,1.0,1.0,0,0,125483,125483,125483,1.0,1.0,1.0,1.0,0,0,7,7,7,7,1.0,1.0,1.0,0,0,80034,80034,80034,1.0,1.0,1.0,1.0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1,1,0,0,0,0,0,0,0,0,0,800340,0,0,800340,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#18/z88i1.txt,#18,z88,z88,ok,,0.005,128,5,1,connected,True,True,collision,1.2565875000145752,0.8832106500049122,2.1397981500194874,1.2554762499639764,1.3617517500242684,0.8395742499851622,2.2013260000094306,5.596600399992894,125483,125483,125483,80034,125483,125483,125483,80034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.14618644630687,74.14618644630687,6.743435151072484e-05,6.743435151072484e-05,80034,0,0.0,80034,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,125483,1.0,0.0,1.0,0.0,0.0,6,6,6,6,1.0,1.0,1.0,0,0,125483,125483,125483,1.0,1.0,1.0,1.0,0,0,7,7,7,7,1.0,1.0,1.0,0,0,80034,80034,80034,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,800340,0,0,800340,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#19/WB-Housing.bdf,#19,nastran,abaqus,ok,,0.005,128,5,1,connected,False,False,collision,1.4424873499956448,0.9107881499803625,2.3532754999760073,1.213244049984496,1.3237021999957506,0.8937805500172544,2.217482750013005,5.784002299973508,127031,127031,127031,72445,127031,127031,127031,72445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1200.168838335767,1200.168838335767,4.166080504917399e-06,4.166080504917399e-06,72445,0,0.0,72445,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,126527,1.0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,0,0,0,0,0,0,0,724450,0,0,724450,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#19/WB-Housing.bdf,#19,nastran,ansys,ok,,0.005,128,5,1,connected,False,False,collision,1.4424873499956448,0.9107881499803625,2.3532754999760073,1.5674061499885283,2.297296800010372,0.8966652500093915,3.1939620500197634,7.114643699984299,127031,127031,127031,72445,127031,127031,127031,72445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1200.168838335767,1200.168838335767,4.166080504917399e-06,4.166080504917399e-06,72445,0,0.0,72445,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,126527,1.0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,0,0,0,0,0,0,0,724450,0,0,724450,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#19/WB-Housing.bdf,#19,nastran,nastran,ok,,0.005,128,5,1,connected,False,False,collision,1.4424873499956448,0.9107881499803625,2.3532754999760073,1.433082050003577,1.5034444500051904,0.9495195999916177,2.452964049996808,6.2393215999763925,127031,127031,127031,72445,127031,127031,127031,72445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1200.168838335767,1200.168838335767,4.166080504917399e-06,4.166080504917399e-06,72445,0,0.0,72445,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,126527,1.0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,0,0,0,0,0,0,0,724450,0,0,724450,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#19/WB-Housing.bdf,#19,nastran,z88,ok,,0.005,128,5,1,connected,False,False,collision,1.4424873499956448,0.9107881499803625,2.3532754999760073,1.5439782999746967,1.3457992000039667,0.9182495500135701,2.264048750017537,6.161302549968241,127031,127031,127031,72445,127031,127031,127031,72445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1200.168838335767,1200.168838335767,4.166080504917399e-06,4.166080504917399e-06,72445,0,0.0,72445,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,126527,1.0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,0,0,0,0,0,0,0,724450,0,0,724450,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#2/Makro_RLK_402_70_T2_21kN.inp,#2,abaqus,abaqus,ok,,0.005,128,5,1,connected,True,True,collision,3.759538150014123,2.7909739000024274,6.55051205001655,2.6071073499915656,3.9330753500107676,2.8150145999970846,6.748089950007852,15.905709350015968,355487,355487,355487,303652,355487,355487,355487,303652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1715.0766794558383,1715.0766794558383,2.9153215479475857e-06,2.9153215479475857e-06,0,0,NaN,0,0,NaN,3,3,3,3,1.0,1.0,1.0,0.3333333333333333,1,3,355467,0.0,2.813200662790076e-06,0.3333333333333333,5.626353841393085e-06,2.8131848346831933e-06,16,16,16,16,1.0,1.0,1.0,0,0,355469,355469,355469,1.0,1.0,1.0,1.0,0,0,45,45,45,45,1.0,1.0,1.0,0,0,303652,303652,303652,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4,4,3,3,0,0,0,0,0,0,0,2429216,0,0,2429216,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#2/Makro_RLK_402_70_T2_21kN.inp,#2,abaqus,ansys,ok,,0.005,128,5,1,connected,False,True,collision,3.759538150014123,2.7909739000024274,6.55051205001655,4.189998899993952,6.572628400026588,2.850614149996545,9.423242550023133,20.163753500033636,355487,355487,355487,303652,355487,355487,355487,303652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1715.0766794558383,1715.0766794558392,2.9153215479475857e-06,2.9153215479475844e-06,0,0,NaN,0,0,NaN,3,3,3,3,1.0,1.0,1.0,0.3333333333333333,1,3,355467,0.0,2.813200662790076e-06,0.3333333333333333,5.626353841393085e-06,2.8131848346831933e-06,16,16,16,16,1.0,1.0,1.0,0,0,355469,355469,355469,1.0,1.0,1.0,1.0,0,0,45,45,45,45,1.0,1.0,1.0,0,0,303652,303652,303652,1.0,1.0,1.0,1.0,0,0,0.9375,0.9375,0.9375,0.8888888888888888,0.8888888888888888,0.8888888888888888,4,4,1,1,3,3,0,0,0,0,0,0,0,2429216,0,0,2429216,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#2/Makro_RLK_402_70_T2_21kN.inp,#2,abaqus,nastran,ok,,0.005,128,5,1,connected,False,False,collision,3.759538150014123,2.7909739000024274,6.55051205001655,3.9764086000213865,4.9092488499882165,2.864226050005527,7.773474899993744,18.30039555003168,355487,355487,355487,303652,355487,355487,355487,303652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1715.0766794558383,1715.0766794558385,2.9153215479475857e-06,2.9153215479475857e-06,0,0,NaN,0,0,NaN,3,3,3,3,1.0,1.0,1.0,0.3333333333333333,1,3,355467,0.0,2.813200662790076e-06,0.3333333333333333,5.626353841393085e-06,2.8131848346831933e-06,16,16,16,16,1.0,1.0,1.0,0,0,355469,355469,355469,1.0,1.0,1.0,1.0,0,0,45,45,45,45,1.0,1.0,1.0,0,0,303652,303652,303652,1.0,1.0,1.0,1.0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,4,4,1,1,3,3,0,0,0,0,0,0,0,2429216,0,0,2429216,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#2/Makro_RLK_402_70_T2_21kN.inp,#2,abaqus,z88,ok,,0.005,128,5,1,connected,True,True,collision,3.759538150014123,2.7909739000024274,6.55051205001655,3.7009935499809217,4.190931599994656,2.8303087999811396,7.021240399975795,17.272745999973267,355487,355487,355487,303652,355487,355487,355487,303652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1715.0766794558383,1715.0766794558383,2.9153215479475857e-06,2.9153215479475857e-06,0,0,NaN,0,0,NaN,3,3,3,3,1.0,1.0,1.0,0.3333333333333333,1,3,355467,0.0,2.813200662790076e-06,0.3333333333333333,5.626353841393085e-06,2.8131848346831933e-06,16,16,16,16,1.0,1.0,1.0,0,0,355469,355469,355469,1.0,1.0,1.0,1.0,0,0,45,45,45,45,1.0,1.0,1.0,0,0,303652,303652,303652,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4,4,3,3,0,0,0,0,0,0,0,2429216,0,0,2429216,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#20/out.bdf,#20,nastran,abaqus,ok,,0.005,128,5,1,connected,False,False,collision,0.0842154000129085,0.05669105000561103,0.14090645001851954,0.06606610000017099,0.07026709997444414,0.05819114999030717,0.1284582499647513,0.33543079998344183,3211,3211,3211,12489,3211,3211,3211,12489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102.5718368615869,102.5718368615869,4.8746324068926734e-05,4.8746324068926734e-05,12489,0,0.0,12489,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,3211,1.0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,0,0,0,0,0,0,0,49956,0,0,49956,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#20/out.bdf,#20,nastran,ansys,ok,,0.005,128,5,1,connected,False,False,collision,0.0842154000129085,0.05669105000561103,0.14090645001851954,0.09307889998308383,0.09857665002346039,0.057949300011387095,0.15652595003484748,0.39051130003645085,3211,3211,3211,12489,3211,3211,3211,12489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102.5718368615869,102.5718368615869,4.8746324068926734e-05,4.8746324068926734e-05,12489,0,0.0,12489,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,3211,1.0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,0,0,0,0,0,0,0,49956,0,0,49956,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
